Gene	Tissue	Group
ENSCAFG00000001667	All	Expressed-In-All
ENSCAFG00000001671	All	Expressed-In-All
ENSCAFG00000001673	All	Expressed-In-All
ENSCAFG00000001677	All	Expressed-In-All
ENSCAFG00000001685	All	Expressed-In-All
ENSCAFG00000001686	All	Expressed-In-All
ENSCAFG00000001697	All	Expressed-In-All
ENSCAFG00000001698	All	Expressed-In-All
ENSCAFG00000001699	All	Expressed-In-All
ENSCAFG00000001700	All	Expressed-In-All
ENSCAFG00000001701	All	Expressed-In-All
ENSCAFG00000001702	All	Expressed-In-All
ENSCAFG00000001703	All	Expressed-In-All
ENSCAFG00000001704	All	Expressed-In-All
ENSCAFG00000001706	All	Expressed-In-All
ENSCAFG00000001713	All	Expressed-In-All
ENSCAFG00000001715	All	Expressed-In-All
ENSCAFG00000001717	All	Expressed-In-All
ENSCAFG00000001720	All	Expressed-In-All
ENSCAFG00000001723	All	Expressed-In-All
ENSCAFG00000001725	All	Expressed-In-All
ENSCAFG00000001726	All	Expressed-In-All
ENSCAFG00000001728	All	Expressed-In-All
ENSCAFG00000001730	All	Expressed-In-All
ENSCAFG00000001732	All	Expressed-In-All
ENSCAFG00000001733	All	Expressed-In-All
ENSCAFG00000001736	All	Expressed-In-All
ENSCAFG00000001740	All	Expressed-In-All
ENSCAFG00000001748	All	Expressed-In-All
ENSCAFG00000001753	All	Expressed-In-All
ENSCAFG00000001754	All	Expressed-In-All
ENSCAFG00000001756	All	Expressed-In-All
ENSCAFG00000001758	All	Expressed-In-All
ENSCAFG00000001763	All	Expressed-In-All
ENSCAFG00000001766	All	Expressed-In-All
ENSCAFG00000001767	All	Expressed-In-All
ENSCAFG00000001771	All	Expressed-In-All
ENSCAFG00000001774	All	Expressed-In-All
ENSCAFG00000001778	All	Expressed-In-All
ENSCAFG00000001781	All	Expressed-In-All
ENSCAFG00000001782	All	Expressed-In-All
ENSCAFG00000001784	All	Expressed-In-All
ENSCAFG00000001785	All	Expressed-In-All
ENSCAFG00000001786	All	Expressed-In-All
ENSCAFG00000001787	All	Expressed-In-All
ENSCAFG00000001788	All	Expressed-In-All
ENSCAFG00000001791	All	Expressed-In-All
ENSCAFG00000001792	All	Expressed-In-All
ENSCAFG00000001796	All	Expressed-In-All
ENSCAFG00000001797	All	Expressed-In-All
ENSCAFG00000001798	All	Expressed-In-All
ENSCAFG00000001799	All	Expressed-In-All
ENSCAFG00000001800	All	Expressed-In-All
ENSCAFG00000001805	All	Expressed-In-All
ENSCAFG00000001807	All	Expressed-In-All
ENSCAFG00000001809	All	Expressed-In-All
ENSCAFG00000001811	All	Expressed-In-All
ENSCAFG00000001812	All	Expressed-In-All
ENSCAFG00000001814	All	Expressed-In-All
ENSCAFG00000001816	All	Expressed-In-All
ENSCAFG00000001818	All	Expressed-In-All
ENSCAFG00000001819	All	Expressed-In-All
ENSCAFG00000001821	All	Expressed-In-All
ENSCAFG00000001829	All	Expressed-In-All
ENSCAFG00000001834	All	Expressed-In-All
ENSCAFG00000001836	All	Expressed-In-All
ENSCAFG00000001838	All	Expressed-In-All
ENSCAFG00000001840	All	Expressed-In-All
ENSCAFG00000001841	All	Expressed-In-All
ENSCAFG00000001844	All	Expressed-In-All
ENSCAFG00000001846	All	Expressed-In-All
ENSCAFG00000001847	All	Expressed-In-All
ENSCAFG00000001848	All	Expressed-In-All
ENSCAFG00000001850	All	Expressed-In-All
ENSCAFG00000001851	All	Expressed-In-All
ENSCAFG00000001853	All	Expressed-In-All
ENSCAFG00000001855	All	Expressed-In-All
ENSCAFG00000001865	All	Expressed-In-All
ENSCAFG00000001867	All	Expressed-In-All
ENSCAFG00000001868	All	Expressed-In-All
ENSCAFG00000001869	All	Expressed-In-All
ENSCAFG00000001871	All	Expressed-In-All
ENSCAFG00000001872	All	Expressed-In-All
ENSCAFG00000001873	All	Expressed-In-All
ENSCAFG00000001880	All	Expressed-In-All
ENSCAFG00000001882	All	Expressed-In-All
ENSCAFG00000001884	All	Expressed-In-All
ENSCAFG00000001885	All	Expressed-In-All
ENSCAFG00000001886	All	Expressed-In-All
ENSCAFG00000001891	All	Expressed-In-All
ENSCAFG00000001892	All	Expressed-In-All
ENSCAFG00000001894	All	Expressed-In-All
ENSCAFG00000001895	All	Expressed-In-All
ENSCAFG00000001898	All	Expressed-In-All
ENSCAFG00000001899	All	Expressed-In-All
ENSCAFG00000001901	All	Expressed-In-All
ENSCAFG00000001902	All	Expressed-In-All
ENSCAFG00000001903	All	Expressed-In-All
ENSCAFG00000001905	All	Expressed-In-All
ENSCAFG00000001906	All	Expressed-In-All
ENSCAFG00000001908	All	Expressed-In-All
ENSCAFG00000001910	All	Expressed-In-All
ENSCAFG00000001913	All	Expressed-In-All
ENSCAFG00000001918	All	Expressed-In-All
ENSCAFG00000001921	All	Expressed-In-All
ENSCAFG00000001922	All	Expressed-In-All
ENSCAFG00000001925	All	Expressed-In-All
ENSCAFG00000001928	All	Expressed-In-All
ENSCAFG00000001930	All	Expressed-In-All
ENSCAFG00000001932	All	Expressed-In-All
ENSCAFG00000001935	All	Expressed-In-All
ENSCAFG00000001937	All	Expressed-In-All
ENSCAFG00000001938	All	Expressed-In-All
ENSCAFG00000001941	All	Expressed-In-All
ENSCAFG00000001943	All	Expressed-In-All
ENSCAFG00000001944	All	Expressed-In-All
ENSCAFG00000001945	All	Expressed-In-All
ENSCAFG00000001946	All	Expressed-In-All
ENSCAFG00000001952	All	Expressed-In-All
ENSCAFG00000001956	All	Expressed-In-All
ENSCAFG00000001961	All	Expressed-In-All
ENSCAFG00000001968	All	Expressed-In-All
ENSCAFG00000001969	All	Expressed-In-All
ENSCAFG00000001972	All	Expressed-In-All
ENSCAFG00000001974	All	Expressed-In-All
ENSCAFG00000001976	All	Expressed-In-All
ENSCAFG00000001977	All	Expressed-In-All
ENSCAFG00000001978	All	Expressed-In-All
ENSCAFG00000001980	All	Expressed-In-All
ENSCAFG00000001981	All	Expressed-In-All
ENSCAFG00000001983	All	Expressed-In-All
ENSCAFG00000001985	All	Expressed-In-All
ENSCAFG00000001989	All	Expressed-In-All
ENSCAFG00000001990	All	Expressed-In-All
ENSCAFG00000001995	All	Expressed-In-All
ENSCAFG00000001996	All	Expressed-In-All
ENSCAFG00000001999	All	Expressed-In-All
ENSCAFG00000002000	All	Expressed-In-All
ENSCAFG00000002001	All	Expressed-In-All
ENSCAFG00000002007	All	Expressed-In-All
ENSCAFG00000002013	All	Expressed-In-All
ENSCAFG00000002015	All	Expressed-In-All
ENSCAFG00000002016	All	Expressed-In-All
ENSCAFG00000002017	All	Expressed-In-All
ENSCAFG00000002018	All	Expressed-In-All
ENSCAFG00000002020	All	Expressed-In-All
ENSCAFG00000002021	All	Expressed-In-All
ENSCAFG00000002025	All	Expressed-In-All
ENSCAFG00000002026	All	Expressed-In-All
ENSCAFG00000002028	All	Expressed-In-All
ENSCAFG00000002030	All	Expressed-In-All
ENSCAFG00000002031	All	Expressed-In-All
ENSCAFG00000002034	All	Expressed-In-All
ENSCAFG00000002035	All	Expressed-In-All
ENSCAFG00000002046	All	Expressed-In-All
ENSCAFG00000002050	All	Expressed-In-All
ENSCAFG00000002053	All	Expressed-In-All
ENSCAFG00000002054	All	Expressed-In-All
ENSCAFG00000002057	All	Expressed-In-All
ENSCAFG00000002058	All	Expressed-In-All
ENSCAFG00000002065	All	Expressed-In-All
ENSCAFG00000002066	All	Expressed-In-All
ENSCAFG00000002073	All	Expressed-In-All
ENSCAFG00000002075	All	Expressed-In-All
ENSCAFG00000002078	All	Expressed-In-All
ENSCAFG00000002079	All	Expressed-In-All
ENSCAFG00000002081	All	Expressed-In-All
ENSCAFG00000002083	All	Expressed-In-All
ENSCAFG00000002086	All	Expressed-In-All
ENSCAFG00000002089	All	Expressed-In-All
ENSCAFG00000002090	All	Expressed-In-All
ENSCAFG00000002093	All	Expressed-In-All
ENSCAFG00000002094	All	Expressed-In-All
ENSCAFG00000002096	All	Expressed-In-All
ENSCAFG00000002099	All	Expressed-In-All
ENSCAFG00000002101	All	Expressed-In-All
ENSCAFG00000002102	All	Expressed-In-All
ENSCAFG00000002104	All	Expressed-In-All
ENSCAFG00000002105	All	Expressed-In-All
ENSCAFG00000002111	All	Expressed-In-All
ENSCAFG00000002112	All	Expressed-In-All
ENSCAFG00000002117	All	Expressed-In-All
ENSCAFG00000002122	All	Expressed-In-All
ENSCAFG00000002126	All	Expressed-In-All
ENSCAFG00000002128	All	Expressed-In-All
ENSCAFG00000002129	All	Expressed-In-All
ENSCAFG00000002131	All	Expressed-In-All
ENSCAFG00000002140	All	Expressed-In-All
ENSCAFG00000002147	All	Expressed-In-All
ENSCAFG00000002154	All	Expressed-In-All
ENSCAFG00000002160	All	Expressed-In-All
ENSCAFG00000002161	All	Expressed-In-All
ENSCAFG00000002162	All	Expressed-In-All
ENSCAFG00000002169	All	Expressed-In-All
ENSCAFG00000002175	All	Expressed-In-All
ENSCAFG00000002179	All	Expressed-In-All
ENSCAFG00000002180	All	Expressed-In-All
ENSCAFG00000002188	All	Expressed-In-All
ENSCAFG00000002193	All	Expressed-In-All
ENSCAFG00000002196	All	Expressed-In-All
ENSCAFG00000002199	All	Expressed-In-All
ENSCAFG00000002202	All	Expressed-In-All
ENSCAFG00000002203	All	Expressed-In-All
ENSCAFG00000002206	All	Expressed-In-All
ENSCAFG00000002208	All	Expressed-In-All
ENSCAFG00000002209	All	Expressed-In-All
ENSCAFG00000002212	All	Expressed-In-All
ENSCAFG00000002217	All	Expressed-In-All
ENSCAFG00000002224	All	Expressed-In-All
ENSCAFG00000002225	All	Expressed-In-All
ENSCAFG00000002226	All	Expressed-In-All
ENSCAFG00000002227	All	Expressed-In-All
ENSCAFG00000002235	All	Expressed-In-All
ENSCAFG00000002237	All	Expressed-In-All
ENSCAFG00000002238	All	Expressed-In-All
ENSCAFG00000002240	All	Expressed-In-All
ENSCAFG00000002244	All	Expressed-In-All
ENSCAFG00000002246	All	Expressed-In-All
ENSCAFG00000002253	All	Expressed-In-All
ENSCAFG00000002254	All	Expressed-In-All
ENSCAFG00000002255	All	Expressed-In-All
ENSCAFG00000002256	All	Expressed-In-All
ENSCAFG00000002261	All	Expressed-In-All
ENSCAFG00000002264	All	Expressed-In-All
ENSCAFG00000002270	All	Expressed-In-All
ENSCAFG00000002271	All	Expressed-In-All
ENSCAFG00000002275	All	Expressed-In-All
ENSCAFG00000002276	All	Expressed-In-All
ENSCAFG00000002278	All	Expressed-In-All
ENSCAFG00000002287	All	Expressed-In-All
ENSCAFG00000002288	All	Expressed-In-All
ENSCAFG00000002289	All	Expressed-In-All
ENSCAFG00000002292	All	Expressed-In-All
ENSCAFG00000002293	All	Expressed-In-All
ENSCAFG00000002294	All	Expressed-In-All
ENSCAFG00000002296	All	Expressed-In-All
ENSCAFG00000002297	All	Expressed-In-All
ENSCAFG00000002301	All	Expressed-In-All
ENSCAFG00000002304	All	Expressed-In-All
ENSCAFG00000002306	All	Expressed-In-All
ENSCAFG00000002310	All	Expressed-In-All
ENSCAFG00000002315	All	Expressed-In-All
ENSCAFG00000002323	All	Expressed-In-All
ENSCAFG00000002324	All	Expressed-In-All
ENSCAFG00000002330	All	Expressed-In-All
ENSCAFG00000002340	All	Expressed-In-All
ENSCAFG00000002342	All	Expressed-In-All
ENSCAFG00000002344	All	Expressed-In-All
ENSCAFG00000002346	All	Expressed-In-All
ENSCAFG00000002349	All	Expressed-In-All
ENSCAFG00000002352	All	Expressed-In-All
ENSCAFG00000002354	All	Expressed-In-All
ENSCAFG00000002360	All	Expressed-In-All
ENSCAFG00000002361	All	Expressed-In-All
ENSCAFG00000002365	All	Expressed-In-All
ENSCAFG00000002366	All	Expressed-In-All
ENSCAFG00000002372	All	Expressed-In-All
ENSCAFG00000002377	All	Expressed-In-All
ENSCAFG00000002380	All	Expressed-In-All
ENSCAFG00000002387	All	Expressed-In-All
ENSCAFG00000002391	All	Expressed-In-All
ENSCAFG00000002392	All	Expressed-In-All
ENSCAFG00000002394	All	Expressed-In-All
ENSCAFG00000002395	All	Expressed-In-All
ENSCAFG00000002396	All	Expressed-In-All
ENSCAFG00000002397	All	Expressed-In-All
ENSCAFG00000002404	All	Expressed-In-All
ENSCAFG00000002406	All	Expressed-In-All
ENSCAFG00000002412	All	Expressed-In-All
ENSCAFG00000002413	All	Expressed-In-All
ENSCAFG00000002416	All	Expressed-In-All
ENSCAFG00000002421	All	Expressed-In-All
ENSCAFG00000002424	All	Expressed-In-All
ENSCAFG00000002425	All	Expressed-In-All
ENSCAFG00000002428	All	Expressed-In-All
ENSCAFG00000002432	All	Expressed-In-All
ENSCAFG00000002439	All	Expressed-In-All
ENSCAFG00000002445	All	Expressed-In-All
ENSCAFG00000002448	All	Expressed-In-All
ENSCAFG00000002451	All	Expressed-In-All
ENSCAFG00000002454	All	Expressed-In-All
ENSCAFG00000002456	All	Expressed-In-All
ENSCAFG00000002459	All	Expressed-In-All
ENSCAFG00000002460	All	Expressed-In-All
ENSCAFG00000002463	All	Expressed-In-All
ENSCAFG00000002467	All	Expressed-In-All
ENSCAFG00000002469	All	Expressed-In-All
ENSCAFG00000002479	All	Expressed-In-All
ENSCAFG00000002481	All	Expressed-In-All
ENSCAFG00000002493	All	Expressed-In-All
ENSCAFG00000002494	All	Expressed-In-All
ENSCAFG00000002498	All	Expressed-In-All
ENSCAFG00000002499	All	Expressed-In-All
ENSCAFG00000002500	All	Expressed-In-All
ENSCAFG00000002505	All	Expressed-In-All
ENSCAFG00000002511	All	Expressed-In-All
ENSCAFG00000002512	All	Expressed-In-All
ENSCAFG00000002516	All	Expressed-In-All
ENSCAFG00000002526	All	Expressed-In-All
ENSCAFG00000002527	All	Expressed-In-All
ENSCAFG00000002528	All	Expressed-In-All
ENSCAFG00000002531	All	Expressed-In-All
ENSCAFG00000002532	All	Expressed-In-All
ENSCAFG00000002535	All	Expressed-In-All
ENSCAFG00000002539	All	Expressed-In-All
ENSCAFG00000002541	All	Expressed-In-All
ENSCAFG00000002542	All	Expressed-In-All
ENSCAFG00000002544	All	Expressed-In-All
ENSCAFG00000002545	All	Expressed-In-All
ENSCAFG00000002546	All	Expressed-In-All
ENSCAFG00000002548	All	Expressed-In-All
ENSCAFG00000002551	All	Expressed-In-All
ENSCAFG00000002552	All	Expressed-In-All
ENSCAFG00000002553	All	Expressed-In-All
ENSCAFG00000002554	All	Expressed-In-All
ENSCAFG00000002561	All	Expressed-In-All
ENSCAFG00000002563	All	Expressed-In-All
ENSCAFG00000002565	All	Expressed-In-All
ENSCAFG00000002580	All	Expressed-In-All
ENSCAFG00000002585	All	Expressed-In-All
ENSCAFG00000002592	All	Expressed-In-All
ENSCAFG00000002596	All	Expressed-In-All
ENSCAFG00000002599	All	Expressed-In-All
ENSCAFG00000002602	All	Expressed-In-All
ENSCAFG00000002605	All	Expressed-In-All
ENSCAFG00000002607	All	Expressed-In-All
ENSCAFG00000002608	All	Expressed-In-All
ENSCAFG00000002610	All	Expressed-In-All
ENSCAFG00000002612	All	Expressed-In-All
ENSCAFG00000002626	All	Expressed-In-All
ENSCAFG00000002631	All	Expressed-In-All
ENSCAFG00000002632	All	Expressed-In-All
ENSCAFG00000002633	All	Expressed-In-All
ENSCAFG00000002634	All	Expressed-In-All
ENSCAFG00000002635	All	Expressed-In-All
ENSCAFG00000002641	All	Expressed-In-All
ENSCAFG00000002646	All	Expressed-In-All
ENSCAFG00000002649	All	Expressed-In-All
ENSCAFG00000002653	All	Expressed-In-All
ENSCAFG00000002655	All	Expressed-In-All
ENSCAFG00000002656	All	Expressed-In-All
ENSCAFG00000002658	All	Expressed-In-All
ENSCAFG00000002659	All	Expressed-In-All
ENSCAFG00000002664	All	Expressed-In-All
ENSCAFG00000002669	All	Expressed-In-All
ENSCAFG00000002671	All	Expressed-In-All
ENSCAFG00000002675	All	Expressed-In-All
ENSCAFG00000002688	All	Expressed-In-All
ENSCAFG00000002689	All	Expressed-In-All
ENSCAFG00000002692	All	Expressed-In-All
ENSCAFG00000002697	All	Expressed-In-All
ENSCAFG00000002699	All	Expressed-In-All
ENSCAFG00000002700	All	Expressed-In-All
ENSCAFG00000002701	All	Expressed-In-All
ENSCAFG00000002703	All	Expressed-In-All
ENSCAFG00000002708	All	Expressed-In-All
ENSCAFG00000002711	All	Expressed-In-All
ENSCAFG00000002721	All	Expressed-In-All
ENSCAFG00000002722	All	Expressed-In-All
ENSCAFG00000002724	All	Expressed-In-All
ENSCAFG00000002727	All	Expressed-In-All
ENSCAFG00000002728	All	Expressed-In-All
ENSCAFG00000002729	All	Expressed-In-All
ENSCAFG00000002731	All	Expressed-In-All
ENSCAFG00000002732	All	Expressed-In-All
ENSCAFG00000002741	All	Expressed-In-All
ENSCAFG00000002742	All	Expressed-In-All
ENSCAFG00000002743	All	Expressed-In-All
ENSCAFG00000002744	All	Expressed-In-All
ENSCAFG00000002745	All	Expressed-In-All
ENSCAFG00000002746	All	Expressed-In-All
ENSCAFG00000002755	All	Expressed-In-All
ENSCAFG00000002758	All	Expressed-In-All
ENSCAFG00000002765	All	Expressed-In-All
ENSCAFG00000002767	All	Expressed-In-All
ENSCAFG00000002770	All	Expressed-In-All
ENSCAFG00000002771	All	Expressed-In-All
ENSCAFG00000002772	All	Expressed-In-All
ENSCAFG00000002788	All	Expressed-In-All
ENSCAFG00000002792	All	Expressed-In-All
ENSCAFG00000002796	All	Expressed-In-All
ENSCAFG00000002800	All	Expressed-In-All
ENSCAFG00000002804	All	Expressed-In-All
ENSCAFG00000002809	All	Expressed-In-All
ENSCAFG00000002818	All	Expressed-In-All
ENSCAFG00000002821	All	Expressed-In-All
ENSCAFG00000002822	All	Expressed-In-All
ENSCAFG00000002824	All	Expressed-In-All
ENSCAFG00000002827	All	Expressed-In-All
ENSCAFG00000002829	All	Expressed-In-All
ENSCAFG00000002833	All	Expressed-In-All
ENSCAFG00000002835	All	Expressed-In-All
ENSCAFG00000002837	All	Expressed-In-All
ENSCAFG00000002838	All	Expressed-In-All
ENSCAFG00000002848	All	Expressed-In-All
ENSCAFG00000002851	All	Expressed-In-All
ENSCAFG00000002852	All	Expressed-In-All
ENSCAFG00000002853	All	Expressed-In-All
ENSCAFG00000002856	All	Expressed-In-All
ENSCAFG00000002858	All	Expressed-In-All
ENSCAFG00000002860	All	Expressed-In-All
ENSCAFG00000002862	All	Expressed-In-All
ENSCAFG00000002865	All	Expressed-In-All
ENSCAFG00000002879	All	Expressed-In-All
ENSCAFG00000002885	All	Expressed-In-All
ENSCAFG00000002891	All	Expressed-In-All
ENSCAFG00000002894	All	Expressed-In-All
ENSCAFG00000002897	All	Expressed-In-All
ENSCAFG00000002898	All	Expressed-In-All
ENSCAFG00000002903	All	Expressed-In-All
ENSCAFG00000002913	All	Expressed-In-All
ENSCAFG00000002916	All	Expressed-In-All
ENSCAFG00000002917	All	Expressed-In-All
ENSCAFG00000002918	All	Expressed-In-All
ENSCAFG00000002921	All	Expressed-In-All
ENSCAFG00000002922	All	Expressed-In-All
ENSCAFG00000002926	All	Expressed-In-All
ENSCAFG00000002928	All	Expressed-In-All
ENSCAFG00000002929	All	Expressed-In-All
ENSCAFG00000002933	All	Expressed-In-All
ENSCAFG00000002937	All	Expressed-In-All
ENSCAFG00000002939	All	Expressed-In-All
ENSCAFG00000002940	All	Expressed-In-All
ENSCAFG00000002941	All	Expressed-In-All
ENSCAFG00000002962	All	Expressed-In-All
ENSCAFG00000002967	All	Expressed-In-All
ENSCAFG00000002973	All	Expressed-In-All
ENSCAFG00000002974	All	Expressed-In-All
ENSCAFG00000002975	All	Expressed-In-All
ENSCAFG00000002977	All	Expressed-In-All
ENSCAFG00000002979	All	Expressed-In-All
ENSCAFG00000002986	All	Expressed-In-All
ENSCAFG00000002989	All	Expressed-In-All
ENSCAFG00000002990	All	Expressed-In-All
ENSCAFG00000002993	All	Expressed-In-All
ENSCAFG00000002995	All	Expressed-In-All
ENSCAFG00000002998	All	Expressed-In-All
ENSCAFG00000002999	All	Expressed-In-All
ENSCAFG00000003000	All	Expressed-In-All
ENSCAFG00000003003	All	Expressed-In-All
ENSCAFG00000003004	All	Expressed-In-All
ENSCAFG00000003006	All	Expressed-In-All
ENSCAFG00000003007	All	Expressed-In-All
ENSCAFG00000003009	All	Expressed-In-All
ENSCAFG00000003010	All	Expressed-In-All
ENSCAFG00000003012	All	Expressed-In-All
ENSCAFG00000003013	All	Expressed-In-All
ENSCAFG00000003015	All	Expressed-In-All
ENSCAFG00000003023	All	Expressed-In-All
ENSCAFG00000003024	All	Expressed-In-All
ENSCAFG00000003026	All	Expressed-In-All
ENSCAFG00000003028	All	Expressed-In-All
ENSCAFG00000003031	All	Expressed-In-All
ENSCAFG00000003045	All	Expressed-In-All
ENSCAFG00000003048	All	Expressed-In-All
ENSCAFG00000003050	All	Expressed-In-All
ENSCAFG00000003054	All	Expressed-In-All
ENSCAFG00000003056	All	Expressed-In-All
ENSCAFG00000003059	All	Expressed-In-All
ENSCAFG00000003065	All	Expressed-In-All
ENSCAFG00000003067	All	Expressed-In-All
ENSCAFG00000003072	All	Expressed-In-All
ENSCAFG00000003077	All	Expressed-In-All
ENSCAFG00000003079	All	Expressed-In-All
ENSCAFG00000003080	All	Expressed-In-All
ENSCAFG00000003082	All	Expressed-In-All
ENSCAFG00000003083	All	Expressed-In-All
ENSCAFG00000003086	All	Expressed-In-All
ENSCAFG00000003089	All	Expressed-In-All
ENSCAFG00000003090	All	Expressed-In-All
ENSCAFG00000003094	All	Expressed-In-All
ENSCAFG00000003096	All	Expressed-In-All
ENSCAFG00000003101	All	Expressed-In-All
ENSCAFG00000003103	All	Expressed-In-All
ENSCAFG00000003104	All	Expressed-In-All
ENSCAFG00000003106	All	Expressed-In-All
ENSCAFG00000003108	All	Expressed-In-All
ENSCAFG00000003109	All	Expressed-In-All
ENSCAFG00000003110	All	Expressed-In-All
ENSCAFG00000003113	All	Expressed-In-All
ENSCAFG00000003119	All	Expressed-In-All
ENSCAFG00000003120	All	Expressed-In-All
ENSCAFG00000003123	All	Expressed-In-All
ENSCAFG00000003126	All	Expressed-In-All
ENSCAFG00000003129	All	Expressed-In-All
ENSCAFG00000003136	All	Expressed-In-All
ENSCAFG00000003139	All	Expressed-In-All
ENSCAFG00000003143	All	Expressed-In-All
ENSCAFG00000003147	All	Expressed-In-All
ENSCAFG00000003151	All	Expressed-In-All
ENSCAFG00000003153	All	Expressed-In-All
ENSCAFG00000003154	All	Expressed-In-All
ENSCAFG00000003155	All	Expressed-In-All
ENSCAFG00000003156	All	Expressed-In-All
ENSCAFG00000003159	All	Expressed-In-All
ENSCAFG00000003160	All	Expressed-In-All
ENSCAFG00000003161	All	Expressed-In-All
ENSCAFG00000003162	All	Expressed-In-All
ENSCAFG00000003169	All	Expressed-In-All
ENSCAFG00000003174	All	Expressed-In-All
ENSCAFG00000003175	All	Expressed-In-All
ENSCAFG00000003179	All	Expressed-In-All
ENSCAFG00000003180	All	Expressed-In-All
ENSCAFG00000003181	All	Expressed-In-All
ENSCAFG00000003184	All	Expressed-In-All
ENSCAFG00000003186	All	Expressed-In-All
ENSCAFG00000003187	All	Expressed-In-All
ENSCAFG00000003190	All	Expressed-In-All
ENSCAFG00000003194	All	Expressed-In-All
ENSCAFG00000003196	All	Expressed-In-All
ENSCAFG00000003197	All	Expressed-In-All
ENSCAFG00000003198	All	Expressed-In-All
ENSCAFG00000003202	All	Expressed-In-All
ENSCAFG00000003210	All	Expressed-In-All
ENSCAFG00000003215	All	Expressed-In-All
ENSCAFG00000003216	All	Expressed-In-All
ENSCAFG00000003219	All	Expressed-In-All
ENSCAFG00000003222	All	Expressed-In-All
ENSCAFG00000003223	All	Expressed-In-All
ENSCAFG00000003224	All	Expressed-In-All
