gene_id	CL	CR	CO	KI	LI	LU	MG	OV	PA	SP	ST
ENSCAFG00000003823	0	0	0	0	0	0	0	0.134309396	0	0	0
ENSCAFG00000003824	0.545861096	0.672056377	4.101987432	2.758379651	1.211869752	2.732280213	1.945304879	1.916832207	2.043636364	2.784806842	2.400877219
ENSCAFG00000003825	0.128773622	0.052604345	0.078071182	0.013213166	0.088272251	0.281742625	0.396283923	0.141167236	0.045080214	0.073743094	0.015216606
ENSCAFG00000003826	3.309640851	2.612170022	3.004396619	2.828028327	2.029914798	3.234221149	4.541760257	2.814269679	5.961858289	2.641956274	3.082487067
ENSCAFG00000003828	6.733402167	8.412726097	15.65267823	8.851269511	6.80008619	9.316560599	15.15560927	10.28131462	21.61596257	18.49877623	15.16042881
ENSCAFG00000003829	39.64875459	54.25373241	68.19136481	77.9147774	109.0307342	173.8542224	121.852615	92.16553015	182.8754011	96.78179042	67.20971156
ENSCAFG00000003831	63.98212278	45.1537258	35.02780169	23.2567014	41.10142003	9.9135544	16.22193568	18.43759542	70.43407754	8.286543923	21.3235902
ENSCAFG00000003833	0.757583312	0.908328708	72.89198131	50.78006879	220.1185866	48.81054283	33.4510934	3.096658577	30.34274064	10.9233087	24.25361488
ENSCAFG00000003834	18.68987625	30.55195318	4.945831276	1.961481963	2.466695891	2.540903184	1.700302818	2.390458595	4.665802139	1.83745277	2.153419988
ENSCAFG00000003835	0.034688629	0.044638225	0.011563786	0.322387562	0.027966759	0.991024179	0.005547878	0.195557299	0.030053476	0.007474566	0.005072202
ENSCAFG00000003836	0.020259874	0.008567073	0	0.014559585	0.226648721	0.02079556	0.064087719	0.057764556	0.015026738	0.023287293	0.009656357
ENSCAFG00000003837	27.69398194	43.03370361	59.29584429	62.71377142	70.37081917	17.56590176	29.13567682	14.44289208	23.76854278	18.62282623	53.91085067
ENSCAFG00000003838	0	0.168485772	0	0.079278997	0.979252939	0.704310051	0.685245614	0	0	0.039526854	0
ENSCAFG00000003839	24.19626153	21.65706251	36.57084829	24.04175516	18.09692186	23.64176068	23.61567001	29.42323945	43.34086898	27.04139104	30.66475641
ENSCAFG00000003840	0.028700093	0	0	0	0.159056604	1.984286051	0.107852687	0.024002441	0	0.106797947	0.019312715
ENSCAFG00000003841	0.011434487	0.02059079	12.28858536	1.992928842	64.67628741	1.418082495	0.4622988	0.235383761	2.381737968	1.159520566	0.16659831
ENSCAFG00000003842	7.163913607	7.386596639	7.333628073	6.234925691	5.901541292	5.041739774	5.285399716	8.10153266	5.796564171	6.831455398	6.196836627
ENSCAFG00000003843	0	0.032088091	0	0	175.5524113	0.169806287	0	0.098911597	3.993355615	0	0
ENSCAFG00000003844	12.26242197	12.37863344	10.18072595	10.67427567	16.55056135	23.62419505	12.48413102	13.84814202	14.62477273	14.53066521	11.08469649
ENSCAFG00000003845	0.013045497	0.033741877	0.18945857	1.070266458	0.053018868	0.066536489	0.029578947	0.310401772	0.165294118	0.27166523	0.14270144
ENSCAFG00000003846	0.20781694	0.164800859	0	0	0	0	0	0	0.030053476	0	0
ENSCAFG00000003848	9.206044616	4.851045786	10.19488377	9.67418276	12.40752544	3.097199909	4.044261634	7.040864843	17.07037433	5.976803811	6.275150731
ENSCAFG00000003849	12.24346832	15.21986435	21.84646079	29.10452012	25.45086091	17.64948192	43.1878181	31.60943811	18.02832888	48.25535046	27.79122316
ENSCAFG00000003850	64.65250725	68.28516809	37.08924969	87.80324622	78.99887657	62.98908874	119.9206639	34.43795342	26.97299465	57.4330155	40.22390531
ENSCAFG00000003851	0	0	0	0	0	0	0	0.056498405	0	0	0
ENSCAFG00000003852	4.468499624	5.699595983	12.0951576	12.69433828	19.0820041	9.134124007	12.35411115	9.672336128	12.38203209	8.020040412	13.16152797
ENSCAFG00000003853	0.007214377	0	69.5980525	0	0	0.00519889	0.044383021	0.377762721	0.030053476	0.051746231	0
ENSCAFG00000003854	18.32639757	44.64782126	2.450647536	0.903401741	0.303262373	0.652321152	1.531082818	1.308907881	0.529692513	0.369847077	1.229512263
ENSCAFG00000003855	3.904177224	4.301802759	5.706978423	8.369160102	10.83597402	5.738298001	9.660884242	9.387721439	10.33839572	5.77439495	11.7981514
ENSCAFG00000003856	0	0	0.040504505	0	0	0	0	0	0	0.027168508	0
ENSCAFG00000003857	0.032464698	0.211842896	0.707266155	0.419900271	0.338376963	0.18202833	0.27118415	0.437114262	0	0.311499802	0.154798032
ENSCAFG00000003858	4.659804549	4.060601682	5.798269825	3.899664025	3.847129556	4.043444385	18.40455345	4.829431969	3.238262032	5.870353287	4.967376655
ENSCAFG00000003859	1.777402879	1.691812939	0.138765432	0.198197492	0.119292453	0.768293606	0.064087719	3.928408024	1.885855615	0.276707832	0.239561328
ENSCAFG00000003860	3.540721981	3.051084613	5.298526749	2.850324118	3.703617752	2.256235538	3.507601808	3.51853033	4.695855615	1.900882353	2.742649522
ENSCAFG00000003861	378.2235657	371.0453616	448.6204223	1758.291446	30218.65013	1774.059774	1805.921447	1901.825485	1654.571578	4159.682902	537.0411573
ENSCAFG00000003862	2.611909407	1.786055402	0.759084418	0.877477464	0.229563371	0.989246427	3.198278433	2.435919716	5.623756684	0.049592206	0.726963353
ENSCAFG00000003864	0.325015406	0.365528455	0.172144144	1.526999285	0.733381409	3.971750349	3.008672416	1.098320053	2.340414439	1.77555185	0.382262769
ENSCAFG00000003867	7.275123536	9.428704575	6.939177956	6.162150584	15.81135064	13.73831466	3.9068008	2.171529067	1.968502674	18.09147691	3.984903296
ENSCAFG00000003868	3.710929709	5.491903855	6.783598154	5.515161856	4.346853206	4.644934243	8.039356419	5.271622293	11.62318182	4.480481094	6.19490187
ENSCAFG00000003869	6.306950069	6.566258621	14.38885018	42.6558429	2472.451075	5.917354798	4.8737034	8.438174121	6.758275401	3.339592347	2.136320915
ENSCAFG00000003871	45.97923344	50.13997202	31.19559426	28.66990051	34.56552603	40.04981901	36.33764438	37.15451749	75.85497326	51.3526696	29.71010173
ENSCAFG00000003873	4.27141047	2.175263266	5.908563341	3.815638329	1.33921219	16.96969864	10.10609655	3.36590758	1.258489305	0.217050275	5.262104718
ENSCAFG00000003874	42.50764087	43.04592299	43.27775042	177.8628631	275.1563353	80.26414207	162.9237085	65.12807427	84.73201872	50.01903036	63.71170481
ENSCAFG00000003875	0.087028033	0.245058356	1.986939717	0.4078966	0.187023363	0.406309267	0.2311275	0.548105855	0.172807487	4.080825091	1.076927872
ENSCAFG00000003876	0	0	0	0	0	0	0	0.014085213	0	0	0
ENSCAFG00000003878	0.062390632	0.110920072	0	0.233318499	0.703679739	0.069249627	0.449966939	0.082136529	0.217887701	0.011643646	0.029457119
ENSCAFG00000003879	0.389874467	0.253699966	0.882254365	1.139070768	0.102984293	0.685199221	0.27918964	1.927010112	2.964024064	0.338956176	0.223368628
ENSCAFG00000003880	19.96264449	14.48869098	7.402010677	8.866171407	10.56310728	21.74535965	15.47275807	14.07967864	10.32712567	12.93111804	9.573284826
ENSCAFG00000003881	0	0.037123984	0	0	0.092783019	0	0	0	0	0	0
ENSCAFG00000003882	1.838587766	1.872350379	0.161924258	13.03171902	35.9536627	3.682007842	1.59066897	0.333556293	0.803930481	0.057493606	1.587668999
ENSCAFG00000003884	6.127334177	4.997864643	9.939042821	3.466573408	4.792794626	9.180676294	7.483274155	5.367463044	10.0528877	1.982497068	3.143928691
ENSCAFG00000003885	15.73545474	15.85060871	13.38401969	16.36196177	37.95089178	11.69550234	12.2716473	11.90118001	35.99279412	18.15893661	11.41871233
ENSCAFG00000003886	11.4174288	4.561488962	0.533528084	0.722821804	2.342615084	1.720072884	2.058369651	2.246014263	0.285508021	0.535290091	0.427424541
ENSCAFG00000003887	0.062162881	0.231380854	0.681075742	119.3896051	885.9563171	1.046382537	0.150381549	2.298725673	0.454558824	0.463442936	0.204055913
ENSCAFG00000003888	1.888582665	3.062544646	15.77350417	3.958838014	0.670022474	1.32427509	3.070925443	5.71291027	1.942205882	0.855991649	11.7550464
ENSCAFG00000003889	0	0	0.017345679	0.735806763	4.332418749	0.138659459	0	2.627890542	0.330588235	0	0.025361011
ENSCAFG00000003890	14.91956693	12.0720962	7.294780002	3.961964445	5.819028944	7.719250767	2.280357753	3.849439737	56.72217914	4.406747926	10.91776701
ENSCAFG00000003891	0.023481894	0.664532819	0.080946502	19.07278315	0	0.889191052	1.17897752	1.732083024	4.045949198	0	0.079203047
ENSCAFG00000003892	0.678714157	0.709711435	2.477525526	2.040646856	2.734149709	0.89949581	0.067796037	0.024371973	0.266724599	3.324881449	1.518993822
ENSCAFG00000003893	14.8304054	19.68588565	10.18475765	14.45906045	8.132428134	6.633762862	6.16978007	9.647551653	4.58315508	13.63705257	8.316093329
ENSCAFG00000003894	13.08543707	4.617591878	6.699870092	4.533941641	2.008401907	10.84661561	8.25068189	2.902427586	33.97545455	2.721377259	29.39172082
ENSCAFG00000003895	6.44449884	7.690618261	0.248746413	46.86192002	2291.140773	2.948757648	2.81741177	8.924923219	0.755093583	6.46037745	3.578726227
ENSCAFG00000003896	21.88780478	41.5435593	4.888574908	2.877617636	0.941570681	4.132140754	1.728173603	6.307184802	1.58907754	2.826745807	3.217885233
ENSCAFG00000003897	57.0940871	99.09571271	32.33222067	37.54264427	35.78447422	48.13808244	57.91192416	41.90967624	33.3330615	142.0505009	36.65427767
ENSCAFG00000003901	4.028791024	5.179445599	15.44368624	18.35767473	5.609729329	16.49148863	17.16018884	14.25772753	70.76466578	23.16285569	76.07520631
ENSCAFG00000003902	10.26365091	12.75319948	6.390710711	3.261757922	4.62096908	10.72255542	4.916144663	6.776869508	2.610895722	8.003880262	6.120893037
ENSCAFG00000003903	16.66281372	17.22680024	20.87382138	25.15964835	30.44670947	13.66749917	24.82469853	16.35596307	56.21878342	18.50800776	24.125642
ENSCAFG00000003904	0.188625491	0.369059636	0.034691358	0.110109718	38.75727823	0.145796305	0.019719298	0.065149481	1.337379679	0.031049724	0
ENSCAFG00000003905	40.14538777	38.1349403	27.03956957	22.12306195	29.22859404	22.53566843	22.42128983	19.54165326	36.80048128	39.82424863	36.27084707
ENSCAFG00000003907	7.16432892	8.779633483	6.391554555	8.107452694	3.795498617	4.763092711	5.880521519	8.420986552	7.118917112	4.640663125	9.456641607
ENSCAFG00000003910	0.815368667	1.261078761	0.714173173	1.987520344	10.08330041	10.91565335	5.943353666	1.156823674	0.634879679	7.978389312	1.073825288
ENSCAFG00000003912	11.4103618	17.97410617	25.99729741	20.00514431	46.37846291	14.44200457	24.97332325	25.27781545	76.95192513	19.90527511	20.5292938
ENSCAFG00000003914	0.742032544	0.450593576	0.42945401	0.167982929	0.3725894	0.272621312	0.091209054	0.743184767	0.015026738	0.390404615	0.273602603
ENSCAFG00000003916	1.063581431	2.380924266	0.928071961	1.233479867	0.288411538	3.101163675	3.335335342	0.817142878	0.510909091	3.00396151	0.788335256
ENSCAFG00000003918	15.22770859	22.47247644	29.61573106	23.43002436	65.88669984	14.86083562	33.50067391	22.3439919	130.3419251	23.0263183	29.53951189
ENSCAFG00000003919	3.886305396	4.046183471	10.74694517	9.314917001	13.09455003	5.921272053	14.92524096	8.477533655	19.36570856	10.35530125	7.795434392
ENSCAFG00000003922	1.344084731	1.85564482	1.770009343	27.79392922	72.34806209	2.281594338	3.521836494	2.723705511	82.44795455	3.361400609	12.47047093
ENSCAFG00000003923	1.787470855	1.883512265	4.351265154	3.796309224	0.317974415	0.272073516	1.494101834	1.267233755	0.991764706	0.529562568	1.204534718
ENSCAFG00000003926	4.417044434	2.736823499	11.36835802	5.628466467	3.856289884	3.343914625	5.554126253	6.473554743	6.592981283	5.784430522	4.821520339
ENSCAFG00000003927	20.94445963	32.88999549	0.856095206	0	0.294240838	0.012997225	0	0.027431361	0.469585561	0.086240409	0.609832087
ENSCAFG00000003928	32.10163161	26.06985056	3.615152041	4.397953287	22.66667638	9.981909983	6.354066937	10.23510298	5.860427807	10.44451958	4.713261069
ENSCAFG00000003929	5.55072657	5.188795309	13.1494936	10.2134123	6.556504742	6.311266315	6.62477903	8.191248907	26.85653743	7.543008259	9.582348555
ENSCAFG00000003930	129.2350645	134.7955358	228.5888276	235.6351385	725.1815272	79.18542409	144.8143167	76.20743925	446.3993048	111.4700965	248.0794906
ENSCAFG00000003933	9.242565308	8.002186733	2.857161495	1.740623548	3.686754421	2.756176503	2.847448174	4.417864164	1.934692513	3.078607904	3.239132706
ENSCAFG00000003934	1.637472762	1.37483589	1.496791458	2.149775285	0.256072805	0.827212635	0.601511595	3.566692764	1.401243316	0.835731903	0.721995732
ENSCAFG00000003935	4.397146283	9.821387717	3.087374597	7.949351113	1.1895935	5.711714413	2.183600821	3.174996654	1.852045455	3.917575808	2.968562966
ENSCAFG00000003936	46.36857872	43.5655423	28.6574995	26.99495485	25.25786946	26.53732532	39.4065356	42.65925765	99.64229947	46.34303292	42.27678762
ENSCAFG00000003937	5.791132133	9.012248853	0.076633522	0	0.102984293	0	0	0.111203573	0	0.032340153	0.121732852
ENSCAFG00000003938	0.055333672	0	0	0	0	0	0	0.01371568	0	0.092424545	0
ENSCAFG00000003939	10.7064911	7.669747958	26.91271171	20.19822998	30.06676405	21.22058184	47.68317572	41.49633812	49.12240642	22.31576801	28.23492755
ENSCAFG00000003941	5.278362053	7.481542544	8.309642865	8.639037309	0.253158155	7.629748208	3.024333004	6.066458571	1.352406417	4.657766281	2.882143796
ENSCAFG00000003942	7.007223627	6.462536008	16.30293805	7.700400458	3.721938408	6.127088146	17.09534681	19.90273258	8.685454545	10.18193699	10.39668974
ENSCAFG00000003945	29.96240794	16.5234617	8.581454343	3.415888707	6.842487405	21.09998413	10.30644793	18.27005959	3.14434492	31.73506104	4.060062526
ENSCAFG00000003948	12.53132667	7.771476711	18.18524113	16.80513912	9.379065494	21.96457606	44.298328	13.87644995	29.07298128	13.7959938	15.67286067
ENSCAFG00000003949	2.078832563	1.444206356	1.190226115	1.182361574	1.571829003	1.012274512	1.098319167	1.346577304	0.833983957	0.965370455	1.037047465
ENSCAFG00000003951	0	0	0	0	0	0.096179463	0	0.034289201	0	0	0.101444043
ENSCAFG00000003952	6.087202947	15.07619002	7.415449672	8.533058132	5.229783908	11.45055504	77.27297551	57.46593896	4.737179144	53.02318047	22.37642947
ENSCAFG00000003953	24.45603271	25.28089719	56.70393104	10.02228921	19.33661958	16.94570933	12.00767053	16.15769873	22.3597861	50.77852765	25.89972751
ENSCAFG00000003954	20.93857492	17.71601785	0.352851741	0.598996865	7.266083177	1.832629367	5.832736773	0.998669391	0.22540107	0.265907928	0.726196422
ENSCAFG00000003955	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000003956	0.187855153	0.282713415	0	0.675240713	2.588556011	0.522488437	0.177532083	1.210007743	0.796417112	0.632459447	0.764612689
ENSCAFG00000003957	27.73499403	31.45622429	78.97065732	72.05125806	184.2119053	37.31809176	66.31026233	49.4436811	191.9290107	62.75425125	57.47122285
ENSCAFG00000003959	0.216484911	0.094237805	3.939469358	1.320380967	1.170787069	1.213206956	1.076555913	0.287823035	5.334491979	0.372149998	2.310919709
ENSCAFG00000003960	0.486464732	0.466451279	6.64086353	3.594642991	3.874679937	3.274535801	6.042232417	7.937159341	3.602660428	4.596480797	5.148302629
ENSCAFG00000003961	5.358537432	6.107829364	2.070480258	4.995443988	33.10736837	2.454232625	2.410664744	3.61437681	0.879064171	2.510382077	1.3051944
ENSCAFG00000003962	1.218653703	1.781084729	5.70929118	1.130604301	0.929912081	4.113758596	3.174227897	7.327295685	0.364398396	6.763618502	3.654478085
ENSCAFG00000003963	0.848392697	0.83919117	2.378795796	6.867879708	0.457808209	1.972012329	2.354421919	1.711477993	1.299812834	5.186425549	0.268530401
ENSCAFG00000003964	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000003966	4.066993062	6.466640191	8.695748304	4.397519694	6.590023214	26.54311335	7.375747528	13.06202557	5.627513369	23.06959733	13.4255788
ENSCAFG00000003967	261.7385702	288.6722915	1056.601692	518.1313528	2767.007736	997.8544606	2402.418905	1678.754199	6274.065067	1249.702136	1037.659267
ENSCAFG00000003969	10.9016812	9.448424217	25.78102336	34.94414621	23.02670503	11.2550127	24.93529596	17.14016597	92.03125668	23.45327186	17.59787469
ENSCAFG00000003970	0.024865152	0.198994615	3.071247803	0.054199084	0.586122197	0.310450213	0.743814655	0.403982358	0.093917112	1.904088574	0.518323285
ENSCAFG00000003971	0.016652685	0.017134146	4.276881882	0.157462602	0.173768646	0.747999331	0.483122807	0	0.07513369	0.022135832	1.577803479
ENSCAFG00000003973	6.984954177	7.097659402	14.31921744	4.67180129	5.993005779	7.114680851	6.975400028	6.774191111	15.93209893	5.233327705	10.0165186
ENSCAFG00000003974	2.65695405	3.960382299	3.203856301	0.167366771	2.458854095	0.773218598	1.303605237	0.53407507	0	0.862404092	0.428104321
ENSCAFG00000003977	0.641731263	0.714439863	0.838655767	1.442083584	1.012632619	2.926825155	1.950190904	1.414895027	0.826470588	7.952928141	0.891818639
ENSCAFG00000003978	0.005218199	0.008567073	0.05494361	0.070470219	0.073560209	0.901046174	0.557070175	10.48904359	0.123970588	0	0.15743
ENSCAFG00000003979	5.152522411	5.004316735	15.98199611	10.86448593	7.936244443	22.26200321	31.95766802	6.380908015	12.61870321	7.085233288	18.37353815
ENSCAFG00000003980	1.060972332	1.036904684	2.106703036	3.607742053	2.818813346	3.657677451	11.6857963	4.2183881	4.500508021	8.188620162	2.43043892
ENSCAFG00000003981	3.343472061	1.449712761	0	0.513122696	0	0.278047589	2.834649123	0	0	0.368397825	0.045649819
ENSCAFG00000003982	0	0	7.015155155	4.241745822	1.451218018	0.063549453	0.666762422	0	0.18407754	0	0.078226953
ENSCAFG00000003984	7.770738537	6.829042759	25.8690644	16.84779094	19.87069446	10.37493779	20.68203994	19.05902345	80.75744652	10.97398288	14.93526487
ENSCAFG00000003987	6.139488762	11.82134975	16.02403203	11.0115423	2.230956238	185.3697481	17.24132899	19.69256871	3.32842246	1.763600486	8.974956704
ENSCAFG00000003988	6.298529946	6.804138152	9.099136915	6.129562672	4.612849699	7.345034051	14.94250264	10.24002149	6.61552139	7.201223065	9.098903197
ENSCAFG00000003989	13.5259361	15.31298877	9.85622111	9.780869378	8.630625062	10.90547262	15.03007638	8.757080876	11.43534759	6.694054415	5.529275559
ENSCAFG00000003990	5.759132986	5.889063864	15.931553	7.426461172	6.850745579	9.602892304	12.5875746	10.38739917	9.429278075	11.09417152	9.848316709
ENSCAFG00000003991	7.576258482	2.779435254	8.997531865	16.89703794	5.106466463	16.66925862	9.554150863	12.46019711	9.564518717	8.976338154	10.45516822
ENSCAFG00000003992	16.9559606	14.18448768	29.12605161	48.03328203	70.00267114	29.81240891	68.49854478	37.63588115	82.59446524	24.92865983	31.48467528
ENSCAFG00000003993	23.6304219	26.16585396	10.81054599	9.001680527	11.22653709	11.66873788	10.50637105	6.440084816	14.77879679	9.496490512	8.572073951
ENSCAFG00000003994	2.220688524	3.883013104	3.132598376	2.363627755	4.551017485	0.924554872	2.875703417	2.519654689	10.86808824	2.167475202	2.312087536
ENSCAFG00000003995	34.00678322	37.64514037	5.530521299	5.85952572	9.905784352	22.1748572	31.26058693	16.65252026	6.525360963	29.02325282	6.419490615
ENSCAFG00000003997	1.16887316	1.558135851	12.81239362	6.319202414	15.71599995	10.93335335	12.06330017	7.988028817	17.39720588	14.12221443	7.485158547
ENSCAFG00000003998	1.747353021	2.73637162	1.246669892	4.284009697	0.991952484	1.119306529	1.101939887	2.244602018	0.537205882	0.735257062	1.04797623
ENSCAFG00000004000	16.78216578	13.15797156	55.2886799	95.28979421	55.84698039	66.29009961	96.10033077	33.21422999	152.8331952	39.239277	80.22123482
ENSCAFG00000004001	1.428942422	1.126414061	0.209679568	0.172387318	0	0.105528163	0.103526316	0.079816207	0.510909091	0.050306905	0.077250859
ENSCAFG00000004003	0	0	0	0.361159875	0	0	0	0	1.066898396	0	0
ENSCAFG00000004004	0	0	0	0	0	0	0	0.009390142	0	0.015524862	0.019312715
ENSCAFG00000004005	0.839637645	1.104472291	0.355820821	0.968988338	0.406246666	0.950342607	54.18437334	4.620479825	1.889612299	0.660809194	0.182302964
ENSCAFG00000004006	4.556629574	2.799979459	40.49378456	8.008593565	5.480651981	30.23659906	21.66299716	14.80850605	14.92906417	10.14673804	29.03975182
ENSCAFG00000004007	0	0.019989837	0	0	0	2.472433907	0	0.00685784	0	0.007762431	0
ENSCAFG00000004008	0	0	0.253153153	0	0	0	0	0	0	0.244218783	0
ENSCAFG00000004009	2.110841757	2.343963332	2.621541542	2.51812367	6.366774919	3.318540321	3.482393031	4.21237818	8.167032086	3.119901655	4.345814011
ENSCAFG00000004010	0	0	0.185020576	0	0.23539267	0	0.105409674	0	0	0	0
ENSCAFG00000004011	0.975625644	0.963937817	18.41798576	7.761331639	10.9449958	12.07808069	5.475760049	16.39319421	1.427540107	58.78139542	13.50947058
ENSCAFG00000004012	2.006759124	1.872471502	1.568705706	1.342882145	1.235048158	1.504753054	1.650605514	1.593513976	0.980494652	2.195963919	1.46682509
ENSCAFG00000004013	0.010821566	0	0	0	0	0	0	2.478756868	0	0.011643646	0
ENSCAFG00000004014	2.887583026	2.005584905	0.037597931	0.004404389	0.11623901	0.024557778	0.015407527	0.232324374	0	0.029610398	0.015216606
ENSCAFG00000004017	2.009947651	2.536804003	1.218885552	0.879919275	1.921378791	2.244111685	1.013261443	1.857855927	1.667967914	2.886452996	1.395709678
ENSCAFG00000004018	0.833578773	1.952803535	0.105574241	0.179119415	0	0.210782428	0.004929825	0.435478578	0.015026738	0.037948559	0.096371841
ENSCAFG00000004019	7.148748008	12.62330513	11.63004338	8.900813179	6.481626	13.72591175	13.33836303	11.81253226	51.63938503	16.92259577	14.29702147
ENSCAFG00000004020	0	0.10851626	0	0.039639498	0	0	0	0.042255639	0	0.079053708	0
ENSCAFG00000004021	2.748617505	3.221186902	3.533142921	2.548132847	5.679542132	4.336452993	3.673906739	3.434019052	5.567406417	3.354174203	3.014683402
ENSCAFG00000004022	11.03691226	13.15166854	11.92676387	7.884517599	5.407993925	7.243061391	8.196740947	11.23784869	9.478114973	8.044310417	11.33912582
ENSCAFG00000004023	12.03665952	10.68177063	15.91492615	7.523015414	8.554150203	33.76156528	17.89302941	18.44240794	10.13929144	12.02559375	12.34727393
ENSCAFG00000004024	13.92730869	14.55484239	16.64835146	20.25482523	22.56452484	9.786000721	16.71439255	13.9360192	51.69197861	15.48361776	15.52344858
ENSCAFG00000004029	2.081548839	2.150470464	1.992127794	1.486150292	6.887733873	2.096878709	1.788786599	1.115252673	1.510187166	1.757515614	2.00456567
ENSCAFG00000004030	22.07944799	34.78104063	122.5369711	36.84572393	64.8375647	25.67271788	28.98259433	18.668075	66.93284759	30.71074773	42.04242051
ENSCAFG00000004031	0.480650359	0.681895234	3.602275609	0.639138418	0.157460486	0.281696114	0.234806619	0.866892297	0.123970588	2.553790147	0.902921707
ENSCAFG00000004032	0.86126403	1.319473683	0.556655656	0.936925301	1.780087672	2.95758956	2.044446425	0.813507707	0.435775401	33.95016303	0.703171065
ENSCAFG00000004033	0.067836583	0.185619919	83.31776577	258.9607355	13.04978934	21.77630493	14.60188729	1.843401181	1.769398396	0.574807018	7.88110406
ENSCAFG00000004034	7.641067304	5.156618705	6.159685018	7.972787938	31.95476316	82.45017192	12.92992731	22.34022782	3.238262032	25.13319294	7.433024675
ENSCAFG00000004035	3.159763333	3.241675205	5.977352241	4.571025225	2.787237973	4.947973712	7.84125339	4.794627141	7.513368984	8.128704519	5.012381555
ENSCAFG00000004036	1.397231315	1.859422903	0.059287843	0.20016007	0.232616813	1.784743767	0.110310299	0.809127741	0.015026738	0.143456077	0.044673726
ENSCAFG00000004038	14.85264805	18.31741334	60.24294962	48.08013286	10.84825719	15.58132631	62.03380742	23.87700563	29.61394385	20.47721341	32.74068152
ENSCAFG00000004039	8.539176908	7.732097989	9.880130019	13.49308444	67.62952163	13.53805404	18.14916129	14.17788841	25.41397059	13.6291611	9.431454898
ENSCAFG00000004041	1.347799097	1.515388997	0.163361917	0.152076924	0.17814062	0.728754136	0.178753589	0.274525586	0.105187166	0.442994588	0.165430484
ENSCAFG00000004043	2.220969865	2.998811025	29.85241364	8.017174135	0.688967697	84.49857072	116.2290429	20.66688045	10.93570856	3.370542807	30.78811028
ENSCAFG00000004045	16.05019116	9.001375797	31.35345557	21.66379603	25.67632989	26.68966933	14.67329431	26.32135585	49.42669786	14.74355633	19.76808001
ENSCAFG00000004046	3.130423525	3.404263253	4.966646091	1.774261211	4.77058777	3.095747734	1.971000312	3.645025111	1.81447861	11.10066337	2.270342092
ENSCAFG00000004047	0	0	0	0	0	0.044691849	0	0.361884271	0	0	0
ENSCAFG00000004049	31.26259014	31.1520303	45.84759871	28.09132815	35.54165613	37.74466947	53.82387323	37.21065496	67.78937166	46.57486357	43.53249755
ENSCAFG00000004052	1.626654545	1.385522603	4.009789679	1.177204103	1.702016695	2.388104399	1.267758161	3.302860711	1.03684492	11.38959058	6.521283263
ENSCAFG00000004054	1.596135786	3.060070956	0	0	0.044136126	1.476727627	0.009859649	0.241133003	0.747580214	0.105358621	0.157238267
ENSCAFG00000004055	0	0.013752039	7.707138361	0.096896552	3.686546231	0.401317093	0.682169949	0.091896204	4.305160428	0.064253472	2.477134554
ENSCAFG00000004057	35.00429985	46.34198676	29.92704694	15.24726347	15.90739529	19.89151612	17.22527907	22.17151178	19.00131016	16.81943088	14.21260678
ENSCAFG00000004058	0.070445682	0.097093496	0.306565343	0.072797927	0.755518868	0.302992958	0.069032144	0.157415218	0	1.241045944	0.309299751
ENSCAFG00000004060	4.360387791	5.533868072	25.37504071	23.48009291	20.07499753	8.70587191	10.17820436	6.079495342	17.81795455	8.575074077	23.81975858
ENSCAFG00000004061	0	0.04629201	0	0	0	0.027932406	0.044368421	0	0	0	0.028969072
ENSCAFG00000004063	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004065	8.546026213	6.268125406	10.90271249	14.67060804	26.36543638	19.645928	18.03802854	12.41887246	33.58475936	11.95647635	19.40148703
ENSCAFG00000004068	0	0	0.010126126	0	0	0	0	0.014085213	0	0	0
ENSCAFG00000004069	17.58758704	15.38198189	17.10274575	13.79769471	24.54620913	20.53272116	15.99149436	20.17271205	22.8443984	27.06205776	19.81658839
ENSCAFG00000004071	18.60742671	21.14192939	19.12143899	20.26162579	38.64110861	27.1386188	21.22859348	15.83007215	57.5561631	32.27956282	24.979637
ENSCAFG00000004072	20.21816876	21.9254602	0.944261261	0.237106729	2.38675121	4.908418738	0.825825912	1.545769773	1.420026738	3.418884289	0.494530996
ENSCAFG00000004073	0.013045497	0	0.030378378	0.013213166	0.058848168	0	0	0.0171446	0	0.025153453	0.028969072
ENSCAFG00000004074	364.3354002	533.5427312	86.33660149	70.62834384	316.924308	223.6084413	98.48156256	69.34953895	98.27486631	151.293551	84.30665835
ENSCAFG00000004075	17.44457223	20.14533513	12.81370626	11.79009218	10.27129532	7.858499365	15.7347055	11.19008157	13.09204545	8.562805068	15.86631899
ENSCAFG00000004076	91.75102506	79.20423127	54.91179424	45.43423628	14.10704386	53.71167485	42.39453	27.90303046	52.33437166	31.68217328	48.70680611
ENSCAFG00000004080	23.22360336	22.01806751	33.98352931	17.32711623	111.6497553	77.71574545	62.65890722	57.20854938	100.7129545	69.77898323	41.9400178
ENSCAFG00000004081	2.789589408	2.822498889	7.168297186	4.579446051	3.058022819	2.927305768	6.000915329	4.862787312	5.492272727	4.600371939	4.664874701
ENSCAFG00000004082	5.471602869	5.248755504	7.432326549	3.900143259	21.42919935	9.453468146	14.86918306	8.27368049	21.61220588	29.8862922	7.448764189
